Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.36,"Farrar, Straus and Giroux",Paperback,796,2002,1880,2016/04/14,2016/01/10,,,read,,,,1,0
148489,The Essence of Religion (Great Books in Philosophy),Ludwig Feuerbach,"Feuerbach, Ludwig",Alexander Loos,"=""1591022134""","=""9781591022138""",5,3.67,Prometheus,Paperback,88,2004,1845,2016/04/11,2016/04/07,,,read,,,,1,0
193988,La Métamorphose,Franz Kafka,"Kafka, Franz",Claude David,"=""207041437X""","=""9782070414376""",0,3.85,Folio,Mass Market Paperback,144,2000,1915,2016/04/10,2016/04/10,,,read,,,,1,0
239154,Les Justes,Albert Camus,"Camus, Albert",,"=""""","=""""",5,4.02,Folio,Mass Market Paperback,152,1999,1949,2016/04/08,2016/04/08,,,read,,,,1,0
12091888,سيكولوجية الجماهير,Gustave Le Bon,"Bon, Gustave Le","هاشم صالح, Hofman L. K., Ullrich Z.","=""""","=""9781855168152""",5,3.84,دار الساقي,Paperback,200,2011,1895,2016/04/07,2016/04/07,,,read,,,,1,0
24976930,Le Portrait,Nikolai Gogol,"Gogol, Nikolai",,"=""""","=""""",5,4.03,Editions la Bibliothèque Digitale,Kindle Edition,42,2013,1835,2016/03/30,2016/02/24,,,read,,,,1,0
257213,Le Bourgeois Gentilhomme,Molière,"Molière, Molière",Dietmar Fricke,"=""2038716617""","=""9782038716610""",0,3.73,Larousse,Mass Market Paperback,240,2003,1670,2016/03/06,2016/03/06,,,read,,,,1,0
774027,La Chute,Albert Camus,"Camus, Albert",,"=""2070360105""","=""9782070360109""",5,4.04,Gallimard,Mass Market Paperback,160,1972,1956,2016/02/27,2016/02/24,,,read,,,,1,0
814766,Nevsky Prospect,Nikolai Gogol,"Gogol, Nikolai","D.M. Pursglove, Colin Johnson","=""1853993484""","=""9781853993480""",5,3.86,Bristol Classical Press,Paperback,96,1998,1835,2016/02/24,2016/02/24,,,read,,,,1,0
449407,Pensées,Blaise Pascal,"Pascal, Blaise","T.S. Eliot, A.J. Krailsheimer, George Iancu Ghidu","=""0140446451""","=""""",3,3.94,Penguin Classics,Paperback,334,1995,1670,2016/02/24,2016/02/16,,,read,,,,1,0
13540186,Le Nez,Nikolai Gogol,"Gogol, Nikolai",,"=""2842053001""","=""9782842053000""",5,3.68,Mille et une nuits,Mass Market Paperback,69,1998,1836,2016/02/17,2016/02/14,,,read,,,,1,0
159964,The Dhammapada,Anonymous,"Anonymous, Anonymous","Thich Nhat Hanh, Ananda Maitreya, Viggo Fausbll","=""0938077872""","=""9780938077879""",3,4.27,Parallax Press,Paperback,114,2001,-400,2016/02/14,2016/02/14,,,read,,,,1,0
7110483,Kapital Manga Cilt:1,Karl Marx,"Marx, Karl",Hüseyin Can Erkin,"=""""","=""9789944122917""",4,3.76,Yordam Kitap,Paperback,191,2009,,,2016/01/17,,,read,,,,1,0
13501065,Novum Organum / Nova Atlântida,Francis Bacon,"Bacon, Francis",,"=""8513008494""","=""""",5,3.78,Nova Cultural,Hardcover,256,1999,1620,2016/02/09,2016/02/02,,,read,,,,1,0
2276288,A Discipline of Programming,Edsger W. Dijkstra,"Dijkstra, Edsger W.",,"=""013215871X""","=""9780132158718""",5,4.24,Pearson,Paperback,217,1976,1976,,2016/02/07,,,read,,,,1,0
13648824,الايديولوجيا واليوتوبيا: مقدمة في سوسيولوجيا المعرفة,Karl Mannheim,"Mannheim, Karl",محمد رجا الديريني,"=""""","=""""",5,3.93,شركة المكتبات الكويتية,Paperback,351,1980,1929,2016/02/05,2016/01/11,,,read,,,,1,0
50276,The Devil,Leo Tolstoy,"Tolstoy, Leo",,"=""1419159097""","=""9781419159091""",5,3.72,"Kessinger Publishing, LLC",Paperback,56,2004,1911,2016/02/01,2016/02/01,,,read,,,,1,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",5,4.15,Kessinger Pub Co,Paperback,57,2004,1842,2016/02/01,2016/02/01,,,read,,,,1,0
43255,Not Without My Daughter,Betty Mahmoody,"Mahmoody, Betty",,"=""0552152161""","=""9780552152167""",5,4.15,Transworld Publishers Ltd,Paperback,528,2004,1987,,2016/01/24,,,read,,,,1,0
18586609,Les prisons,Jean Favard,"Favard, Jean",,"=""2080352156""","=""9782080352156""",3,3.00,Flammarion,Paperback,126,1994,1994,,2016/01/24,,,read,,,,1,0
1765157,Civilisation,Georges Duhamel,"Duhamel, Georges",,"=""2715218419""","=""9782715218413""",5,3.88,MERCURE DE FRAN,Paperback,256,1993,1918,,2016/01/24,,,read,,,,1,0
212934,Les Identités meurtrières,Amin Maalouf,"Maalouf, Amin",Maalouf,"=""2253150053""","=""9782253150053""",2,3.90,Livre de Poche,Pocket Book,189,2001,1998,,2016/01/24,,,read,,,,1,0
1816857,Toute l'histoire du monde,Jean-Claude Barreau,"Barreau, Jean-Claude",Guillaume Bigot,"=""2253118605""","=""9782253118602""",5,3.21,Livre De Poche,Mass Market Paperback,412,2007,2005,,2016/01/24,,,read,,,,1,0
572460,Les Mots,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""2070366073""","=""9782070366071""",5,3.75,Folio,Paperback,224,1972,1964,,2016/01/24,,,read,,,,1,0
1344,Plato's Phaedrus: A Defense of a Philosophic Art of Writing,Ronna Burger,"Burger, Ronna",,"=""0817300147""","=""9780817300142""",3,2.50,Univ of Alabama Pr,Hardcover,187,1980,1980,,2016/01/24,,,read,,,,1,0
480166,The Search After Truth,Nicolas Malebranche,"Malebranche, Nicolas","Thomas M. Lennon, Paul J. Olscamp","=""0521589959""","=""9780521589956""",3,3.06,Cambridge University Press,Paperback,824,1997,1675,,2016/01/24,,,read,,,,1,0
1380085,Le repos du guerrier,Christiane Rochefort,"Rochefort, Christiane",,"=""225301026X""","=""9782253010265""",5,3.55,Librairie Générale Française,Mass Market Paperback,286,1992,1958,,2016/01/24,,,read,,,,1,0
52828,Don Juan,Molière,"Molière, Molière",Richard Wilbur,"=""015601310X""","=""9780156013109""",4,3.58,Ecco,Paperback,146,2001,1665,,2016/01/24,,,read,,,,1,0
2710328,Le Procès De Franz Kafka,Jean-Claude Götting,"Götting, Jean-Claude","Franz Kafka, Alexandre Vialatte, Claude David","=""2737627443""","=""9782737627446""",4,3.96,FUTURO GALLI,Hardcover,192,1992,1925,2016/01/24,2016/01/10,,,read,,,,1,0
1838025,Traité d'athéologie: Physique de la métaphysique,Michel Onfray,"Onfray, Michel",,"=""2253115576""","=""9782253115571""",1,3.78,Livre de Poche,Mass Market Paperback,320,2006,2005,,2016/01/17,,,read,,,,1,0
1165783,Elementary Principles of Philosophy,Georges Politzer,"Politzer, Georges",جهانگیر افکاری,"=""0717804690""","=""9780717804696""",5,3.81,International Publishers,Paperback,171,1976,1954,,2016/01/17,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2016/01/17,,,read,A revolutionary book ...,,,1,0
14636655,Das Leben Mohammeds: Reihe ReligioSus Band 9. Herausgegeben und mit einem Vorwort versehen von Christiane Beetz (German Edition),Mohammed Ibn Ishak,"Ishak, Mohammed Ibn",,"=""3863471873""","=""9783863471873""",3,3.00,Severus,Paperback,128,2011,2011,,2016/01/17,,,read,,,,1,0
24515,The Expression of the Emotions in Man and Animals,Charles Darwin,"Darwin, Charles",Amanda Lee,"=""1428023135""","=""9781428023130""",3,4.00,Indypublish.Com,Hardcover,252,2006,1872,,2016/01/17,,,read,,,,1,0
212956,Language and Symbolic Power,Pierre Bourdieu,"Bourdieu, Pierre","Gino Raymond, Matthew Adamson, John Thompson","=""0674510410""","=""9780674510418""",5,4.19,Harvard University Press,Paperback,320,1999,1982,,2016/01/17,,,read,,,,1,0
2638268,Diwan Al Hallaj,Mansur al-Hallaj,"al-Hallaj, Mansur","Louis Massignon, Arini Hidajati","=""9799373034""","=""""",5,4.44,Putra Langit,Paperback,236,2001,1931,,2016/01/17,,,read,,,,1,0
21124,"Le deuxième sexe, I",Simone de Beauvoir,"Beauvoir, Simone de",,"=""""","=""""",5,4.23,Gallimard,Mass Market Paperback,408,1999,1949,,2016/01/17,,,read,,,,1,0
208657,Theological-Political Treatise,Baruch Spinoza,"Spinoza, Baruch","Samuel Shirley, Seymour Feldman, I. Firu","=""0872206076""","=""9780872206076""",4,4.08,"Hackett Publishing Company, Inc.",Paperback,312,2001,1670,,2016/01/17,,,read,,,,1,0
18914,Welcome to the Desert of the Real: Five Essays on September 11 and Related Dates,Slavoj Žižek,"Žižek, Slavoj",,"=""1859844219""","=""9781859844212""",5,3.88,Verso,Paperback,154,2002,2001,,2016/01/17,,,read,,,,1,0
19349085,Les gens heureux lisent et boivent du café,Agnès Martin-Lugand,"Martin-Lugand, Agnès",,"=""""","=""""",5,3.42,Michel Lafon,Kindle Edition,180,2012,2013,,2016/01/17,,,read,,,,1,0
125829,"Vendetta; or, the Story of One Forgotten",Marie Corelli,"Corelli, Marie",,"=""1564599388""","=""9781564599384""",4,3.90,"Kessinger Publishing, LLC",Paperback,412,1996,1890,,2016/01/17,,,read,,,,1,0
143877,Freedom from the Known,J. Krishnamurti,"Krishnamurti, J.",Mary Lutyens,"=""0060648082""","=""9780060648084""",5,4.29,HarperOne ,Paperback,124,2009,1969,,2016/01/17,,,read,,,,1,0
22992179,"Introduction à l'étude de la psychologie: cours de philosophie, logique, psychologie, morale (French Edition)",Hannequin-A,"Hannequin-A, Hannequin-A",Hannequin-A,"=""201280179X""","=""9782012801790""",4,4.00,HACHETTE LIVRE-BNF,Paperback,156,2022,2013,,2016/01/17,,,read,,,,1,0
118317,Anti-Oedipus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles",Félix Guattari,"=""0816612250""","=""9780816612253""",4,4.16,University of Minnesota Press,Paperback,400,1983,1972,,2016/01/17,,,read,,,,1,0
550840,"The Age of Revolution, 1789–1848",Eric J. Hobsbawm,"Hobsbawm, Eric J.",,"=""0679772537""","=""9780679772538""",4,4.21,Vintage,Paperback,356,1996,1962,,2016/01/17,,,read,,,,1,0
38210,The Art of Happiness,Dalai Lama XIV,"XIV, Dalai Lama",Howard C. Cutler,"=""1573221112""","=""9781573221115""",5,4.17,Riverhead Hardcover,Hardcover,322,1998,1998,,2016/01/17,,,read,,,,1,0
11738494,سلسلة تاريخ الفلسفة,Émile Bréhier,"Bréhier, Émile",جورج طرابيشي,"=""""","=""""",3,3.43,دار الطليعة,Paperback,,1983,1921,,2016/01/17,,,read,,,,1,0
6631107,Le Fanatisme Ou Mahomet Le Prophète: Tragédie,Voltaire,"Voltaire, Voltaire",Jean Humbert,"=""1104245507""","=""9781104245504""",4,3.36,"Kessinger Publishing, LLC",Paperback,140,2009,1741,,2016/01/17,,,read,,,,1,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",5,4.26,Metropolitan Books,Hardcover,558,2007,2007,,2016/01/17,,,read,,,,1,0
134798,"Capitalism, Socialism and Democracy",Joseph A. Schumpeter,"Schumpeter, Joseph A.",,"=""0415107628""","=""9780415107624""",5,4.00,Routledge,Paperback,460,1994,1942,,2016/01/17,,,read,,,,1,0
1544619,Discours sur la première décade de Tite-Live,Nicolas Machiavel,"Machiavel, Nicolas","Alessandro Fontana, Xavier Tabet","=""2070747220""","=""9782070747221""",3,4.07,GALLIMARD,Paperback,575,2004,1531,,2016/01/17,,,read,,,,1,0
967436,The Encyclopaedia Logic: The Encyclopaedia of Philosophical Sciences 1 with the Zusätze,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","Theodore F. Geraets, W.A. Suchting, H.S. Harris","=""0872200701""","=""9780872200708""",3,4.20,"Hackett Publishing Company, Inc.",Paperback,381,1991,1812,,2016/01/17,,,read,,,,1,0
6559879,Théorie de la propriété,Pierre-Joseph Proudhon,"Proudhon, Pierre-Joseph",,"=""2738455255""","=""9782738455253""",4,3.67,L'Harmattan ,Paperback,246,,2000,,2016/01/17,,,read,,,,1,0
18074168,La pornocratie ou les femmes dans les temps modernes,Pierre-Joseph Proudhon,"Proudhon, Pierre-Joseph",,"=""""","=""""",2,2.79,"A. Lacroix, Paris",ebook,306,1875,1875,,2016/01/17,,,read,,,,1,0
47862,The Philosophy of Misery: The Evolution of Capitalism,Pierre-Joseph Proudhon,"Proudhon, Pierre-Joseph",,"=""1426408986""","=""9781426408984""",2,3.46,BiblioBazaar,Paperback,372,2006,1846,,2016/01/17,,,read,,,,1,0
238953,Das Kapital,Karl Marx,"Marx, Karl","Friedrich Engels, Serge L. Levitsky","=""089526711X""","=""9780895267115""",4,3.88,Gateway Editions,Paperback,356,1996,1867,,2016/01/17,,,read,,,,1,0
189639,The Poverty of Philosophy,Karl Marx,"Marx, Karl",,"=""1402178549""","=""9781402178542""",5,3.91,Adamant Media Corporation,Paperback,231,2005,1847,,2016/01/17,,,read,,,,1,0
18910,The Parallax View (Short Circuits),Slavoj Žižek,"Žižek, Slavoj",,"=""0262240513""","=""9780262240512""",4,4.00,The MIT Press,Hardcover,448,2006,2006,,2016/01/17,,,read,,,,1,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",,"=""0860919714""","=""9780860919711""",5,4.07,Verso,Paperback,256,1989,1989,,2016/01/17,,,read,,,,1,0
26995,Sophist (Hackett Classics),Plato,"Plato, Plato",Nicholas P. White,"=""087220202X""","=""9780872202023""",3,4.08,"Hackett Publishing Company, Inc.",Paperback,112,1993,-360,,2016/01/17,,,read,,,,1,0
811970,Plato: Euthyphro,Plato,"Plato, Plato",Chris Emlyn-Jones,"=""1853991325""","=""9781853991325""",3,3.94,Bristol Classical Press,Paperback,120,1998,-399,,2016/01/17,,,read,,,,1,0
1354,Gorgias,Plato,"Plato, Plato","Chris Emlyn-Jones, Walter Hamilton","=""0140449043""","=""9780140449044""",3,3.95,Penguin Classics,Paperback,208,2004,-380,,2016/01/17,,,read,,,,1,0
73945,Plato: Apology (Greek Edition) (Greek and English Edition),Plato,"Plato, Plato",James J. Helm,"=""0865163480""","=""9780865163485""",3,4.20,Bolchazy-Carducci Publishers,Paperback,127,1997,-399,,2016/01/17,,,read,,,,1,0
308998,"Novum Organum with Other Parts of The Great Instauration (Vol 3, Paul Carus Student Editions)",Francis Bacon,"Bacon, Francis","Peter Urbach, John Gibson","=""0812692454""","=""9780812692457""",4,3.73,Open Court Publishing Company,Paperback,364,1994,,,2016/01/17,,,read,,,,1,0
13061401,رسالة في التسامح,Voltaire,"Voltaire, Voltaire",هنرييت عبودي,"=""""","=""""",3,3.79,دار بترا ,Paperback,191,2009,1763,,2016/01/17,,,read,,,,1,0
1208948,Zadig et autres contes,Voltaire,"Voltaire, Voltaire",,"=""2080720309""","=""9782080720306""",5,3.80,,Mass Market Paperback,192,1996,1747,,2016/01/17,,,read,,,,1,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",4,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2016/01/17,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.79,Harcourt,Hardcover,194,2002,1925,,2016/01/17,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",5,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2016/01/17,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",4,4.28,Modern Library,Paperback,279,2000,1813,,2016/01/17,,,read,,,,1,0
22472,Discourse on the Origin of Inequality (Dover Thrift Editions: Philosophy),Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0486434141""","=""9780486434148""",5,3.80,Dover Publications,Paperback,73,2004,1755,,2016/01/17,,,read,,,,1,0
722065,Reveries of the Solitary Walker,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",Peter France,"=""0140443630""","=""9780140443639""",5,3.62,Penguin Classics,Paperback,160,1980,1782,,2016/01/17,,,read,,,,1,0
326679,"Emile, or On Education",Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",Allan Bloom,"=""0465019315""","=""9780465019311""",5,3.58,Basic Books,Paperback,501,1979,1762,,2016/01/17,,,read,,,,1,0
12649,Confessions,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques","Angela Scholar, Patrick Coleman","=""0192822756""","=""9780192822758""",4,3.58,Oxford University Press,Paperback,676,2000,1773,,2016/01/17,,,read,,,,1,0
12651,The Social Contract,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0143037498""","=""9780143037491""",4,3.78,Penguin,Paperback,168,2006,1762,,2016/01/17,,,read,,,,1,0
2823,The Birth of Tragedy,Friedrich Nietzsche,"Nietzsche, Friedrich","Shaun Whiteside, Michael Tanner","=""0140433392""","=""9780140433395""",4,3.98,Penguin Classics,Paperback,121,2003,1871,,2016/01/17,,,read,,,,1,0
132464,Totem and Taboo,Sigmund Freud,"Freud, Sigmund",James Strachey,"=""041525387X""","=""9780415253871""",5,3.85,Routledge,Paperback,224,2001,1913,,2016/01/17,,,read,,,,1,0
85413,Introductory Lectures on Psychoanalysis,Sigmund Freud,"Freud, Sigmund",,"=""0140137912""","=""9780140137910""",4,3.81,Gardners Books,Paperback,560,2004,1917,,2016/01/17,,,read,,,,1,0
132436,The Ego and the Id,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey","=""0393001423""","=""9780393001426""",2,3.82,W.W. Norton & Company (NY),Paperback,87,1960,1923,,2016/01/17,,,read,,,,1,0
93981,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""1566195764""","=""9781566195768""",3,3.84,Barnes & Noble,Hardcover,630,1994,1899,,2016/01/17,,,read,,,,1,0
357636,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey, محمود بهفروزی","=""0393301583""","=""9780393301588""",5,3.79,W. W. Norton  Company,Paperback,127,1989,1930,,2016/01/17,,,read,I will read more and more ... precious book !,,,1,0
104702,Self-Analysis,Karen Horney,"Horney, Karen",,"=""1406797480""","=""9781406797480""",3,4.08,Hesperides Press,Paperback,312,2006,1942,,2016/01/17,,,read,,,,1,0
159418,Discourse on Method,René Descartes,"Descartes, René","Donald A. Cress, محمود محمد الخضيري","=""0872204227""","=""9780872204225""",4,3.72,"Hackett Publishing Company, Inc.",Paperback,58,1998,1637,,2016/01/17,,,read,,,,1,0
716696,رباعيات خيام,Omar Khayyám,"Khayyám, Omar","E.H. Whinfield, Richard Le Gallienne, قاسم غنی, محمدعلی فروغی, روشنک بحرینی, Edward FitzGerald","=""""","=""""",0,4.18,,Hardcover,184,2007,1120,2016/01/09,2016/01/09,,,read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",4,3.83,Dante University Press,Paperback,144,2014,1513,,2015/10/22,,,read,,,,1,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",5,4.02,Penguin Classics,Paperback,240,2003,1886,,2015/10/22,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",5,4.07,Penguin Books,Paperback,327,1978,1883,,2015/10/22,,,read,,,,1,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",3,3.96,Penguin Classics,Paperback,416,2003,-375,,2015/10/22,,,read,,,,1,0
60080,Groundwork of the Metaphysics of Morals,Immanuel Kant,"Kant, Immanuel","Christine M. Korsgaard, Mary Gregor","=""0521626951""","=""9780521626958""",4,3.83,Cambridge University Press,Paperback,120,1998,1785,,2015/10/22,,,read,,,,1,0
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872204200""","=""9780872204201""",3,3.76,Hackett Publishing Company,Paperback,103,1999,1637,,2015/10/22,,,read,,,,1,0
18414,Utopia,Thomas More,"More, Thomas",Paul Turner,"=""0140449108""","=""9780140449105""",1,3.55,Penguin Classics,Paperback,163,2003,1516,2015/10/22,2015/07/29,,,read,,,,1,0
196390,What Is Property?,Pierre-Joseph Proudhon,"Proudhon, Pierre-Joseph",,"=""1406942146""","=""9781406942149""",3,3.79,,Paperback,310,2006,1840,,2015/10/22,,,read,,,,1,0
127227,The Human Condition,Hannah Arendt,"Arendt, Hannah",Margaret Canovan,"=""0226025985""","=""9780226025988""",4,4.22,The University of Chicago Press,Paperback,349,1998,1958,,2015/10/22,,,read,,,,1,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon, Eleanor Marx-Aveling","=""0192840398""","=""9780192840394""",4,3.70,Oxford University Press,Paperback,329,2004,1856,,2015/10/22,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",3,3.79,Oxford University Press,Paperback,544,1998,1860,,2015/10/22,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",5,3.98,Plume,Paperback,122,2003,1945,,2015/10/22,,,read,,,,1,0
15831945,الحكماء السبعة,عبد الغفار مكاوي,"مكاوي, عبد الغفار",,"=""9770124206""","=""""",0,3.25,,Paperback,,1990,1990,,2014/11/27,,,read,,,,1,0
